date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:21:07	80/80	---M--	200	added ('OK')	image/png	etag:48cd7cb92c3c4a9c96370849539ee18f	https://auto.mahindra.com/suv/-/media/themes/mahindra/dotcom/mahindra/mahindra/Images/overlay-bg.png	D:/dilshad/others/mahindra/auto.mahindra.com/suv/-/media/themes/mahindra/dotcom/mahindra/mahindra/Images/overlay-bg.png	(from https://auto.mahindra.com/suv/scorpio-n?utm_medium=cpc&utm_source=google_search&utm_content=rsa1&utm_adgroup=2022&utm_term=mahindra%20scorpion%202022&utm_campaign=scorpio_n_snackable_pre_launch_plan_june22&gclid=CjwKCAjwy_aUBhACEiwA2IHHQJWb_lN8xxKOCojByOR0CfTfA-bb6XNk9Y-v8IU2foL8XrqLPk6KyxoCTM8QAvD_BwE)
16:21:08	57250/57250	---M-Z	200	added ('OK')	application/x-javascript	etag:%220ea8096060d81:0%22	https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions37a6.js	(from https://auto.mahindra.com/suv/scorpio-n?utm_medium=cpc&utm_source=google_search&utm_content=rsa1&utm_adgroup=2022&utm_term=mahindra%20scorpion%202022&utm_campaign=scorpio_n_snackable_pre_launch_plan_june22&gclid=CjwKCAjwy_aUBhACEiwA2IHHQJWb_lN8xxKOCojByOR0CfTfA-bb6XNk9Y-v8IU2foL8XrqLPk6KyxoCTM8QAvD_BwE)
16:21:09	165084/165084	---M-Z	200	added ('OK')	application/x-javascript	etag:%2201a9b276160d81:0%22	https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui.js?v=6758756	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui6614.js	(from https://auto.mahindra.com/suv/scorpio-n?utm_medium=cpc&utm_source=google_search&utm_content=rsa1&utm_adgroup=2022&utm_term=mahindra%20scorpion%202022&utm_campaign=scorpio_n_snackable_pre_launch_plan_june22&gclid=CjwKCAjwy_aUBhACEiwA2IHHQJWb_lN8xxKOCojByOR0CfTfA-bb6XNk9Y-v8IU2foL8XrqLPk6KyxoCTM8QAvD_BwE)
16:21:09	3543/3543	---M--	200	added ('OK')	image/png	etag:6dcbbf4654934c6b830b6fa4fd8258ee	https://auto.mahindra.com/suv/-/media/Themes/Mahindra/DotCom/Dark%20Theme/CommonTheme/images/whatsapp-icon.png	D:/dilshad/others/mahindra/auto.mahindra.com/suv/-/media/Themes/Mahindra/DotCom/Dark%20Theme/CommonTheme/images/whatsapp-icon.png	(from https://auto.mahindra.com/suv/scorpio-n?utm_medium=cpc&utm_source=google_search&utm_content=rsa1&utm_adgroup=2022&utm_term=mahindra%20scorpion%202022&utm_campaign=scorpio_n_snackable_pre_launch_plan_june22&gclid=CjwKCAjwy_aUBhACEiwA2IHHQJWb_lN8xxKOCojByOR0CfTfA-bb6XNk9Y-v8IU2foL8XrqLPk6KyxoCTM8QAvD_BwE)
16:21:09	550/550	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Jun%202022%2010:51:09%20GMT	https://auto.mahindra.com/suv/Mahindra_Day.jpg	D:/dilshad/others/mahindra/auto.mahindra.com/suv/Mahindra_Day.jpg	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656)
16:21:09	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:09%20GMT	https://auto.mahindra.com/suv/mahindra_day.jpg	D:/dilshad/others/mahindra/auto.mahindra.com/suv/mahindra_day.jpg	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656)
16:21:10	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:10%20GMT	https://auto.mahindra.com/suv/js/packagev3.js	D:/dilshad/others/mahindra/auto.mahindra.com/suv/js/packagev3.js	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656)
16:21:10	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:10%20GMT	https://auto.mahindra.com/suv/js/howler.min.js	D:/dilshad/others/mahindra/auto.mahindra.com/suv/js/howler.min.js	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656)
16:21:11	540/540	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Jun%202022%2010:51:10%20GMT	https://auto.mahindra.com/suv/assets/	D:/dilshad/others/mahindra/auto.mahindra.com/suv/assets/index.html	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3d_functions.js?v=6757656)
16:21:11	600/600	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Jun%202022%2010:51:11%20GMT	https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/mobile/videos/	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/mobile/videos/index.html	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui.js?v=6758756)
16:21:11	601/601	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Jun%202022%2010:51:11%20GMT	https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/desktop/images/	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/desktop/images/index.html	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui.js?v=6758756)
16:21:11	119998/119998	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:11%20GMT	https://auto.mahindra.com/suv/assets	D:/dilshad/others/mahindra/auto.mahindra.com/suv/assets	(from https://auto.mahindra.com/suv/assets/)
16:21:12	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:12%20GMT	https://auto.mahindra.com/visualize360/xuv700/assets/one3d/assets/xuv700/features/desktop/images/	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/desktop/images/index.html	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui.js?v=6758756)
16:21:12	103/103	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Jun%202022%2010:51:12%20GMT	https://auto.mahindra.com/visualize360/xuv700/assets/one3d/assets/xuv700/features/mobile/videos/	D:/dilshad/others/mahindra/auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/features/mobile/videos/index.html	(from https://auto.mahindra.com/Visualize360/XUV700/assets/one3d/assets/XUV700/one3dui.js?v=6758756)
